ID_Transacao,Data_Venda,CPF_Cliente,Tipo_Operacao,Moeda_Estrangeira,Valor_BRL
TRX-000363,2026-06-10,938.206.415-05,Cartão Pré-pago,USD,5744.24
TRX-000364,2026-05-25,814.259.703-97,Remessa Internacional,GBP,6261.32
TRX-000365,2026-05-17,68701942387,Cartão Pré-pago,GBP,7861.78
TRX-000366,2026-05-28,71360542817,Cartão Pré-pago,EUR,10497.18
TRX-000367,2026-06-11,126.597.403-99,Papel Moeda,EUR,5923.95
TRX-000368,2026-05-31,76850291467,Papel Moeda,EUR,4185.73
TRX-000369,2026-06-01,43975180684,Papel Moeda,EUR,9201.05
TRX-000370,2026-05-18,094.521.786-20,Remessa Internacional,GBP,12471.84
TRX-000371,2026-06-12,357.498.106-66,Remessa Internacional,USD,7724.38
TRX-000372,2026-06-10,046.217.598-76,Cartão Pré-pago,USD,6010.68
TRX-000373,2026-06-12,58910426306,Cartão Pré-pago,USD,13462.51
TRX-000374,2026-06-06,13097256830,Remessa Internacional,USD,7576.46
TRX-000375,2026-06-14,91048635775,Remessa Internacional,GBP,8984.83
TRX-000376,2026-05-18,823.659.407-65,Papel Moeda,EUR,5246.38
TRX-000377,2026-05-24,425.671.039-61,Remessa Internacional,EUR,1504.32
TRX-000378,2026-06-15,85216940324,Cartão Pré-pago,USD,2599.08
TRX-000379,2026-06-13,27950341661,Remessa Internacional,USD,5445.27
TRX-000380,2026-05-25,04683517957,Cartão Pré-pago,USD,7344.55
TRX-000381,2026-05-20,968.214.305-51,Papel Moeda,EUR,8183.2
TRX-000382,2026-05-20,720.516.389-77,Cartão Pré-pago,EUR,6025.21
TRX-000383,2026-06-12,180.459.236-60,Papel Moeda,EUR,8287.62
TRX-000384,2026-05-19,80524961360,Remessa Internacional,GBP,14959.47
TRX-000385,2026-05-27,812.304.576-07,Papel Moeda,EUR,8564.29
TRX-000386,2026-05-22,794.602.538-65,Cartão Pré-pago,EUR,9008.68
TRX-000387,2026-06-07,785.634.092-47,Papel Moeda,USD,1752.38
TRX-000388,2026-06-15,638.029.541-06,Papel Moeda,GBP,7635.41
TRX-000389,2026-06-07,87046923574,Papel Moeda,GBP,9626.0
TRX-000390,2026-06-03,684.723.095-92,Remessa Internacional,GBP,12639.43
TRX-000391,2026-05-25,36582419005,Cartão Pré-pago,EUR,8899.03
TRX-000392,2026-05-30,015.637.489-75,Remessa Internacional,USD,2406.4
TRX-000393,2026-05-17,47592601370,Cartão Pré-pago,USD,12898.11
TRX-000394,2026-05-28,85297603447,Remessa Internacional,EUR,10246.51
TRX-000395,2026-06-10,652.938.704-83,Cartão Pré-pago,USD,3856.89
TRX-000396,2026-06-01,82375461991,Papel Moeda,EUR,10743.47
TRX-000397,2026-06-07,534.076.892-92,Cartão Pré-pago,GBP,4239.21
TRX-000398,2026-05-26,108.237.495-41,Cartão Pré-pago,EUR,6532.7
TRX-000399,2026-06-09,352.798.614-64,Remessa Internacional,GBP,6496.52
TRX-000400,2026-06-09,53209684189,Remessa Internacional,EUR,2295.86
TRX-000401,2026-06-06,641.257.938-91,Remessa Internacional,USD,768.74
TRX-000402,2026-06-12,153.492.806-51,Papel Moeda,EUR,13754.36
TRX-000403,2026-06-06,95832017668,Papel Moeda,GBP,11412.36
TRX-000404,2026-06-03,154.768.320-17,Cartão Pré-pago,USD,12797.58
TRX-000405,2026-05-30,867.193.542-64,Papel Moeda,USD,5810.49
TRX-000406,2026-05-22,328.190.547-14,Remessa Internacional,GBP,14891.12
TRX-000407,2026-05-27,450.298.716-67,Remessa Internacional,GBP,4804.59
TRX-000408,2026-06-12,09642715325,Remessa Internacional,EUR,2617.83
TRX-000409,2026-06-02,24168095398,Remessa Internacional,USD,9426.31
TRX-000410,2026-05-19,417.235.906-06,Cartão Pré-pago,USD,11532.01
TRX-000411,2026-05-30,51684270308,Cartão Pré-pago,EUR,12325.93
TRX-000412,2026-05-26,28930541704,Papel Moeda,EUR,11735.69
TRX-000413,2026-06-14,903.415.678-84,Remessa Internacional,GBP,2207.4
TRX-000414,2026-05-29,12594603805,Remessa Internacional,GBP,11003.28
TRX-000415,2026-05-17,981.645.370-39,Papel Moeda,EUR,1999.25
TRX-000416,2026-06-11,725.306.891-21,Papel Moeda,EUR,2783.55
TRX-000417,2026-06-10,952.461.807-94,Remessa Internacional,USD,3119.26
TRX-000418,2026-05-19,109.346.257-43,Remessa Internacional,EUR,4084.99
TRX-000419,2026-05-27,61503824780,Papel Moeda,EUR,14952.31
TRX-000420,2026-05-18,25178369491,Papel Moeda,GBP,13179.99
TRX-000421,2026-06-07,02841395642,Remessa Internacional,GBP,4035.75
TRX-000422,2026-05-25,789.246.051-94,Cartão Pré-pago,EUR,11930.16
TRX-000423,2026-06-03,146.032.578-80,Papel Moeda,GBP,14886.82
TRX-000424,2026-05-31,107.423.856-71,Cartão Pré-pago,USD,14266.13
TRX-000425,2026-06-11,794.832.506-92,Remessa Internacional,EUR,14465.03
TRX-000426,2026-06-02,614.750.389-84,Papel Moeda,EUR,12641.68
TRX-000427,2026-06-11,704.568.231-07,Remessa Internacional,EUR,14139.58
TRX-000428,2026-06-10,97241538609,Papel Moeda,USD,6058.74
TRX-000429,2026-06-13,92174086387,Papel Moeda,USD,4992.43
TRX-000430,2026-05-19,26980457101,Cartão Pré-pago,GBP,12115.84
TRX-000431,2026-05-31,24605178317,Remessa Internacional,USD,3804.82
TRX-000432,2026-06-11,719.356.420-06,Remessa Internacional,EUR,10463.2
TRX-000433,2026-05-18,04218396787,Cartão Pré-pago,GBP,7211.39
TRX-000434,2026-06-01,49657321891,Remessa Internacional,GBP,14544.41
TRX-000435,2026-05-31,92510867377,Cartão Pré-pago,GBP,13171.68
TRX-000436,2026-05-24,48365197219,Remessa Internacional,GBP,3174.3
TRX-000437,2026-05-23,749.058.321-79,Remessa Internacional,GBP,10320.4
TRX-000438,2026-05-29,526.478.103-62,Remessa Internacional,USD,9913.09
TRX-000439,2026-05-23,69270451801,Cartão Pré-pago,EUR,7091.92
TRX-000440,2026-05-23,108.926.745-20,Remessa Internacional,EUR,7187.1
TRX-000441,2026-06-13,017.952.638-30,Cartão Pré-pago,USD,9739.69
TRX-000442,2026-06-02,932.756.148-19,Cartão Pré-pago,GBP,4963.73
TRX-000443,2026-05-19,64312805717,Cartão Pré-pago,EUR,7828.3
TRX-000444,2026-06-10,07845932647,Cartão Pré-pago,USD,7312.35
TRX-000445,2026-05-30,796.124.085-30,Cartão Pré-pago,GBP,8066.47
TRX-000446,2026-06-10,947.258.361-09,Remessa Internacional,USD,5379.71
TRX-000447,2026-05-31,038.951.426-89,Cartão Pré-pago,GBP,8945.48
TRX-000448,2026-05-20,713.264.095-06,Remessa Internacional,GBP,5428.25
TRX-000449,2026-06-01,46091783203,Remessa Internacional,EUR,12521.81
TRX-000450,2026-05-17,20653974892,Cartão Pré-pago,EUR,4186.16
TRX-000451,2026-06-05,08372961450,Papel Moeda,EUR,14162.68
TRX-000452,2026-05-24,59283046765,Cartão Pré-pago,EUR,12353.92
TRX-000453,2026-06-13,523.840.769-65,Remessa Internacional,GBP,14077.8
TRX-000454,2026-05-18,12867094313,Remessa Internacional,GBP,2219.99
TRX-000455,2026-05-18,017.892.456-30,Cartão Pré-pago,GBP,13696.75
TRX-000456,2026-05-25,34601782996,Papel Moeda,EUR,2444.68
TRX-000457,2026-05-28,621.457.893-91,Papel Moeda,EUR,2983.69
TRX-000458,2026-05-31,52938160712,Papel Moeda,GBP,9129.06
TRX-000459,2026-06-05,16825479067,Cartão Pré-pago,EUR,10974.3
TRX-000460,2026-06-10,96752438137,Remessa Internacional,EUR,13612.9
TRX-000461,2026-05-22,53816907202,Cartão Pré-pago,GBP,11569.68
TRX-000462,2026-05-24,68274031903,Papel Moeda,EUR,12200.55
TRX-000463,2026-05-22,08916347548,Remessa Internacional,USD,8652.23
TRX-000464,2026-05-23,173.049.265-70,Papel Moeda,GBP,697.58
TRX-000465,2026-06-08,428.361.507-26,Remessa Internacional,GBP,8723.84
TRX-000466,2026-06-11,38250716930,Cartão Pré-pago,EUR,13503.08
TRX-000467,2026-06-12,183.964.725-64,Cartão Pré-pago,EUR,6283.83
TRX-000468,2026-06-10,317.689.452-09,Papel Moeda,GBP,5750.47
TRX-000469,2026-06-01,796.108.543-20,Papel Moeda,GBP,14713.15
TRX-000470,2026-06-04,435.680.719-75,Cartão Pré-pago,GBP,14320.65
TRX-000471,2026-05-30,260.413.597-34,Papel Moeda,GBP,9125.87
TRX-000472,2026-05-25,902.746.813-31,Cartão Pré-pago,USD,10177.22
TRX-000473,2026-05-24,916.837.052-03,Remessa Internacional,USD,1895.75
TRX-000474,2026-06-11,78524091304,Cartão Pré-pago,EUR,549.14
TRX-000475,2026-06-05,67283410996,Cartão Pré-pago,EUR,14698.36
TRX-000476,2026-05-20,214.037.968-31,Remessa Internacional,GBP,2388.14
TRX-000477,2026-05-18,34271986003,Papel Moeda,GBP,11977.42
TRX-000478,2026-06-06,814.937.526-00,Cartão Pré-pago,GBP,14393.36
TRX-000479,2026-05-17,13456809298,Papel Moeda,USD,7986.82
TRX-000480,2026-05-24,54678219030,Remessa Internacional,GBP,7998.07
TRX-000481,2026-06-07,89024173604,Cartão Pré-pago,USD,10634.78
TRX-000482,2026-06-11,43127580690,Cartão Pré-pago,USD,11276.09
TRX-000483,2026-05-21,40386129533,Papel Moeda,USD,4712.21
TRX-000484,2026-06-14,732.981.650-77,Remessa Internacional,GBP,4909.18
TRX-000485,2026-06-03,47381265044,Cartão Pré-pago,USD,9481.23
TRX-000486,2026-05-24,980.541.276-85,Cartão Pré-pago,USD,12039.53
TRX-000487,2026-06-07,16530897259,Papel Moeda,GBP,12414.88
TRX-000488,2026-06-06,40172395879,Cartão Pré-pago,USD,10836.17
TRX-000489,2026-05-21,842.137.695-00,Papel Moeda,USD,4613.15
TRX-000490,2026-06-11,29014837550,Remessa Internacional,USD,4269.55
TRX-000491,2026-05-20,496.328.517-73,Remessa Internacional,USD,7825.42
TRX-000492,2026-06-10,50976831457,Remessa Internacional,GBP,11556.78
TRX-000493,2026-06-05,085.162.374-35,Papel Moeda,GBP,12150.22
TRX-000494,2026-05-22,794.061.325-16,Papel Moeda,EUR,3843.1
TRX-000495,2026-05-29,10586472371,Papel Moeda,EUR,10983.95
TRX-000496,2026-05-24,81623409713,Cartão Pré-pago,GBP,6472.88
TRX-000497,2026-05-27,03189465215,Cartão Pré-pago,EUR,6054.6
TRX-000498,2026-05-18,498.257.610-67,Cartão Pré-pago,USD,3835.93
TRX-000499,2026-05-30,96231405761,Cartão Pré-pago,USD,14135.79
TRX-000500,2026-05-29,15368920415,Papel Moeda,GBP,14411.99
TRX-000501,2026-06-06,941.037.586-00,Remessa Internacional,USD,7200.66
TRX-000502,2026-06-01,451.876.903-10,Papel Moeda,EUR,10037.18
TRX-000503,2026-05-20,75913820630,Cartão Pré-pago,EUR,934.89
TRX-000504,2026-05-31,751.308.624-90,Papel Moeda,USD,11039.75
TRX-000505,2026-06-10,753.614.829-19,Cartão Pré-pago,GBP,12958.64
TRX-000506,2026-06-13,21084953633,Remessa Internacional,GBP,7651.07
TRX-000507,2026-05-28,23647859109,Remessa Internacional,GBP,10863.97
TRX-000508,2026-06-05,468.105.792-49,Cartão Pré-pago,USD,9147.45
TRX-000509,2026-06-01,17436082922,Remessa Internacional,EUR,962.54
TRX-000510,2026-06-04,52316047807,Remessa Internacional,EUR,5542.52
TRX-000511,2026-05-18,146.830.975-75,Papel Moeda,GBP,12166.74
TRX-000512,2026-05-20,75421386937,Cartão Pré-pago,EUR,5496.13
TRX-000513,2026-06-04,20318794560,Cartão Pré-pago,USD,14700.53
TRX-000514,2026-06-09,846.357.012-71,Remessa Internacional,EUR,11708.23
TRX-000515,2026-06-03,30298716577,Cartão Pré-pago,GBP,10253.65
TRX-000516,2026-06-08,57061823453,Papel Moeda,GBP,8227.67
TRX-000517,2026-06-12,978.123.564-00,Remessa Internacional,EUR,586.04
TRX-000518,2026-05-23,579.231.064-52,Remessa Internacional,USD,2174.01
TRX-000519,2026-06-15,783.625.941-28,Remessa Internacional,EUR,894.63
TRX-000520,2026-06-13,24651037925,Cartão Pré-pago,EUR,5561.49
TRX-000521,2026-05-18,265.471.938-37,Remessa Internacional,EUR,6320.61
TRX-000522,2026-05-19,12735984664,Cartão Pré-pago,EUR,9241.62
TRX-000523,2026-05-26,38251647053,Cartão Pré-pago,GBP,5176.97
TRX-000524,2026-05-22,124.365.709-06,Cartão Pré-pago,GBP,1246.77
TRX-000525,2026-06-12,04139728523,Cartão Pré-pago,GBP,2360.11
TRX-000526,2026-05-20,408.956.127-20,Papel Moeda,GBP,7101.8
TRX-000527,2026-06-02,81247360903,Papel Moeda,EUR,5673.91
TRX-000528,2026-05-18,703.289.154-32,Remessa Internacional,USD,2721.3
TRX-000529,2026-06-05,486.102.379-31,Remessa Internacional,USD,5303.23
TRX-000530,2026-06-02,783.159.204-05,Cartão Pré-pago,GBP,9334.16
TRX-000531,2026-05-22,840.375.291-14,Cartão Pré-pago,GBP,3342.28
TRX-000532,2026-06-11,38497516273,Cartão Pré-pago,GBP,9635.78
TRX-000533,2026-05-27,921.574.630-70,Cartão Pré-pago,USD,12186.55
TRX-000534,2026-05-31,430.912.678-22,Papel Moeda,GBP,3999.08
TRX-000535,2026-06-06,318.564.790-48,Cartão Pré-pago,USD,7696.05
TRX-000536,2026-06-10,52017869368,Remessa Internacional,GBP,13886.9
TRX-000537,2026-06-06,80159247314,Cartão Pré-pago,USD,6286.05
TRX-000538,2026-06-07,34709286140,Remessa Internacional,GBP,5126.5
TRX-000539,2026-05-29,315.694.208-15,Cartão Pré-pago,EUR,3229.52
TRX-000540,2026-06-05,24517306925,Remessa Internacional,USD,4667.36
TRX-000541,2026-06-10,01846793548,Remessa Internacional,GBP,1936.56
TRX-000542,2026-05-20,76531249846,Remessa Internacional,USD,5085.23
TRX-000543,2026-05-19,29360851442,Cartão Pré-pago,GBP,5573.34
TRX-000544,2026-06-08,537.081.629-86,Papel Moeda,GBP,13627.89
TRX-000545,2026-05-27,25493106833,Cartão Pré-pago,USD,12318.38
TRX-000546,2026-05-27,401.265.973-16,Papel Moeda,GBP,5057.36
TRX-000547,2026-05-29,20815976321,Remessa Internacional,GBP,11840.72
TRX-000548,2026-06-05,62315047862,Cartão Pré-pago,GBP,1764.78
TRX-000549,2026-06-06,02497385629,Remessa Internacional,GBP,12858.03
TRX-000550,2026-05-19,415.096.387-84,Papel Moeda,GBP,9865.76
TRX-000551,2026-06-10,93847162519,Cartão Pré-pago,GBP,3264.44
TRX-000552,2026-05-28,768.409.521-85,Cartão Pré-pago,USD,4539.91
TRX-000553,2026-05-19,621.940.358-42,Papel Moeda,USD,5963.65
TRX-000554,2026-06-10,902.348.156-98,Cartão Pré-pago,USD,1091.76
TRX-000555,2026-05-23,61094872520,Remessa Internacional,GBP,10251.96
TRX-000556,2026-05-29,10847563235,Papel Moeda,GBP,740.83
TRX-000557,2026-05-20,52947061802,Remessa Internacional,GBP,11793.75
TRX-000558,2026-06-06,198.670.435-10,Papel Moeda,USD,5518.37
TRX-000559,2026-05-22,068.214.597-11,Remessa Internacional,USD,13835.63
TRX-000560,2026-05-22,42950763170,Papel Moeda,USD,14196.99
TRX-000561,2026-05-17,407.182.359-32,Remessa Internacional,GBP,9383.6
TRX-000562,2026-05-20,106.937.824-04,Cartão Pré-pago,USD,3500.14
TRX-000563,2026-05-29,752.413.906-34,Cartão Pré-pago,GBP,14913.67
TRX-000564,2026-05-20,795.816.403-39,Cartão Pré-pago,USD,13898.84
TRX-000565,2026-05-25,76425301961,Remessa Internacional,GBP,5616.52
TRX-000566,2026-06-05,805.413.296-42,Remessa Internacional,EUR,9424.58
TRX-000567,2026-06-01,74892061549,Remessa Internacional,EUR,8002.62
TRX-000568,2026-06-01,241.837.960-40,Remessa Internacional,GBP,1289.69
TRX-000569,2026-06-09,365.891.207-30,Papel Moeda,GBP,3365.22
TRX-000570,2026-06-06,921.360.875-68,Cartão Pré-pago,EUR,1836.52
TRX-000571,2026-05-19,14672085902,Remessa Internacional,GBP,4105.32
TRX-000572,2026-05-29,21795608420,Papel Moeda,USD,9432.73
TRX-000573,2026-06-13,92534680765,Remessa Internacional,USD,10990.47
TRX-000574,2026-05-22,47203198669,Remessa Internacional,GBP,12541.04
TRX-000575,2026-06-05,495.328.106-33,Remessa Internacional,GBP,6312.41
TRX-000576,2026-05-18,86753140948,Cartão Pré-pago,GBP,11222.92
TRX-000577,2026-05-23,19573862077,Cartão Pré-pago,GBP,10192.78
TRX-000578,2026-05-29,275.836.419-00,Papel Moeda,USD,3225.23
TRX-000579,2026-05-27,671.328.059-59,Remessa Internacional,EUR,10903.58
TRX-000580,2026-06-09,534.807.261-35,Remessa Internacional,USD,10079.58
TRX-000581,2026-05-31,345.296.178-82,Cartão Pré-pago,USD,2697.38
TRX-000582,2026-05-29,658.023.479-29,Papel Moeda,EUR,13644.84
TRX-000583,2026-06-01,71629438537,Cartão Pré-pago,GBP,13199.2
TRX-000584,2026-06-06,20897534123,Cartão Pré-pago,GBP,957.91
TRX-000585,2026-06-02,106.975.482-01,Papel Moeda,GBP,1830.52
TRX-000586,2026-05-20,82671340508,Remessa Internacional,USD,4935.74
TRX-000587,2026-05-18,95872610467,Remessa Internacional,USD,7565.13
TRX-000588,2026-06-03,68140973548,Papel Moeda,USD,7570.46
TRX-000589,2026-05-18,624.785.319-09,Papel Moeda,USD,1141.75
TRX-000590,2026-06-03,31790465206,Papel Moeda,EUR,6350.72
TRX-000591,2026-05-31,253.801.764-53,Remessa Internacional,GBP,9919.95
TRX-000592,2026-06-06,834.290.615-98,Cartão Pré-pago,EUR,3982.75
TRX-000593,2026-06-08,634.975.810-20,Papel Moeda,USD,9276.5
TRX-000594,2026-06-12,746.038.159-48,Papel Moeda,EUR,12643.75
TRX-000595,2026-05-31,435.782.690-00,Remessa Internacional,USD,8164.62
TRX-000596,2026-06-05,153.927.680-59,Remessa Internacional,EUR,1922.64
TRX-000597,2026-05-17,45189706320,Papel Moeda,EUR,2406.15
TRX-000598,2026-05-23,78041256317,Remessa Internacional,EUR,7081.1
TRX-000599,2026-05-20,17406259352,Papel Moeda,USD,12513.26
TRX-000600,2026-06-11,23518904779,Papel Moeda,GBP,1615.93
TRX-000601,2026-05-25,96137824004,Cartão Pré-pago,USD,4420.17
TRX-000602,2026-05-21,895.076.124-67,Remessa Internacional,USD,3646.59
TRX-000603,2026-06-04,206.791.384-04,Remessa Internacional,EUR,1837.57
TRX-000604,2026-06-11,17259843691,Remessa Internacional,GBP,7640.91
TRX-000605,2026-06-13,317.489.560-00,Papel Moeda,EUR,7498.72
TRX-000606,2026-06-07,81342576071,Papel Moeda,GBP,13280.62
TRX-000607,2026-06-11,51732904634,Cartão Pré-pago,USD,2025.17
TRX-000608,2026-05-28,89263740500,Cartão Pré-pago,USD,8193.58
TRX-000609,2026-05-17,42193865051,Papel Moeda,USD,3204.3
TRX-000610,2026-06-06,08435271617,Papel Moeda,EUR,7932.03
TRX-000611,2026-05-20,490.125.637-80,Cartão Pré-pago,USD,7848.65
TRX-000612,2026-06-11,180.964.273-69,Remessa Internacional,EUR,3019.5
TRX-000613,2026-06-09,184.250.967-58,Papel Moeda,USD,5362.64
TRX-000614,2026-05-29,987.352.641-28,Papel Moeda,USD,6907.32
TRX-000615,2026-05-23,69145073848,Papel Moeda,USD,12743.06
TRX-000616,2026-06-03,02458316735,Papel Moeda,USD,7189.57
TRX-000617,2026-05-26,075.324.618-07,Remessa Internacional,GBP,14031.07
TRX-000618,2026-06-07,539.621.487-28,Remessa Internacional,USD,3996.56
TRX-000619,2026-06-05,97485603256,Cartão Pré-pago,EUR,8049.26
TRX-000620,2026-05-19,097.124.685-85,Papel Moeda,USD,3319.03
TRX-000621,2026-06-05,458.139.726-09,Remessa Internacional,EUR,7109.03
TRX-000622,2026-06-02,407.135.629-43,Remessa Internacional,GBP,6626.98
TRX-000623,2026-06-12,065.947.328-38,Remessa Internacional,USD,7789.14
TRX-000624,2026-05-18,320.617.948-31,Papel Moeda,USD,3953.51
TRX-000625,2026-05-25,72859361030,Papel Moeda,EUR,14927.58
TRX-000626,2026-05-28,39718026568,Papel Moeda,GBP,9918.95
TRX-000627,2026-06-09,260.847.395-47,Remessa Internacional,EUR,7678.18
TRX-000628,2026-06-07,639.807.152-21,Remessa Internacional,GBP,5312.36
TRX-000629,2026-06-08,250.934.876-00,Cartão Pré-pago,EUR,7947.41
TRX-000630,2026-06-06,64021738940,Remessa Internacional,USD,4339.47
TRX-000631,2026-06-14,19648273022,Cartão Pré-pago,GBP,12758.14
TRX-000632,2026-05-24,532.169.874-00,Papel Moeda,EUR,2154.29
TRX-000633,2026-05-24,372.814.560-26,Papel Moeda,GBP,3536.67
TRX-000634,2026-05-25,619.258.304-89,Papel Moeda,GBP,10819.66
TRX-000635,2026-05-28,813.920.456-06,Papel Moeda,USD,12996.09
TRX-000636,2026-06-06,94856203738,Remessa Internacional,USD,11544.71
TRX-000637,2026-06-10,63854972164,Papel Moeda,EUR,6971.18
TRX-000638,2026-05-23,60152498702,Papel Moeda,GBP,1614.22
TRX-000639,2026-05-24,970.614.325-43,Papel Moeda,USD,2150.43
TRX-000640,2026-05-28,807.359.612-12,Papel Moeda,USD,3159.62
TRX-000641,2026-06-04,90274631822,Cartão Pré-pago,GBP,7089.08
TRX-000642,2026-06-13,861.024.357-53,Papel Moeda,USD,8867.22
TRX-000643,2026-06-05,89256307103,Remessa Internacional,GBP,2737.96
TRX-000644,2026-06-09,146.928.507-01,Papel Moeda,GBP,8016.87
TRX-000645,2026-05-17,269.714.058-11,Cartão Pré-pago,EUR,2131.93
TRX-000646,2026-05-21,83961250740,Remessa Internacional,EUR,10473.65
TRX-000647,2026-06-04,21086739540,Remessa Internacional,EUR,9789.84
TRX-000648,2026-05-17,398.215.076-03,Papel Moeda,USD,833.54
TRX-000649,2026-06-08,630.951.472-52,Cartão Pré-pago,GBP,6307.06
TRX-000650,2026-06-12,31509742832,Cartão Pré-pago,GBP,5291.46
TRX-000651,2026-05-25,32946058115,Remessa Internacional,GBP,3118.85
TRX-000652,2026-06-12,954.203.681-70,Cartão Pré-pago,USD,555.84
TRX-000653,2026-06-04,879.621.430-96,Papel Moeda,EUR,10228.74
TRX-000654,2026-05-24,901.632.547-61,Cartão Pré-pago,EUR,4350.49
TRX-000655,2026-05-22,645.918.230-24,Remessa Internacional,USD,9242.16
TRX-000656,2026-05-31,871.602.354-44,Papel Moeda,USD,608.61
TRX-000657,2026-05-27,758.614.032-44,Papel Moeda,USD,6550.36
TRX-000658,2026-06-02,15942603707,Cartão Pré-pago,GBP,13179.8
TRX-000659,2026-06-14,27450839610,Remessa Internacional,EUR,6888.98
TRX-000660,2026-06-14,96518724030,Remessa Internacional,GBP,6260.75
TRX-000661,2026-05-29,058.729.314-41,Papel Moeda,USD,13504.57
TRX-000662,2026-05-25,17856392002,Remessa Internacional,EUR,14884.95
TRX-000663,2026-05-20,843.602.951-89,Papel Moeda,EUR,2943.02
TRX-000664,2026-05-25,309.254.178-23,Cartão Pré-pago,EUR,3137.2
TRX-000665,2026-06-08,26835190442,Remessa Internacional,USD,4864.93
TRX-000666,2026-05-29,750.628.139-21,Remessa Internacional,USD,2393.34
TRX-000667,2026-06-06,865.239.014-24,Cartão Pré-pago,EUR,11089.6
TRX-000668,2026-05-31,982.435.761-00,Remessa Internacional,USD,9740.23
TRX-000669,2026-05-20,465.230.891-42,Remessa Internacional,USD,8504.74
TRX-000670,2026-05-22,85706413975,Remessa Internacional,EUR,4518.5
TRX-000671,2026-06-14,246.809.571-58,Cartão Pré-pago,EUR,9275.3
TRX-000672,2026-06-06,25038469124,Cartão Pré-pago,GBP,10377.05
TRX-000673,2026-06-11,368.071.495-57,Remessa Internacional,GBP,4023.88
TRX-000674,2026-05-18,71648035280,Cartão Pré-pago,GBP,12091.73
TRX-000675,2026-06-07,623.470.819-69,Papel Moeda,EUR,11294.1
TRX-000676,2026-05-29,021.456.837-71,Papel Moeda,GBP,8364.9
TRX-000677,2026-05-24,38712950602,Papel Moeda,EUR,10964.45
TRX-000678,2026-06-04,05138924605,Cartão Pré-pago,EUR,8813.19
TRX-000679,2026-05-29,96748251001,Papel Moeda,EUR,8020.47
TRX-000680,2026-05-31,154.790.382-14,Remessa Internacional,GBP,3776.37
TRX-000681,2026-06-06,387.405.291-50,Papel Moeda,USD,3358.1
TRX-000682,2026-05-29,470.526.891-11,Cartão Pré-pago,GBP,12385.9
TRX-000683,2026-05-21,821.350.947-14,Papel Moeda,GBP,8769.87
TRX-000684,2026-06-03,187.039.624-31,Remessa Internacional,USD,8180.47
TRX-000685,2026-06-06,74951632837,Papel Moeda,USD,10690.2
TRX-000686,2026-05-29,70859431223,Remessa Internacional,GBP,4452.22
TRX-000687,2026-06-12,402.678.593-92,Remessa Internacional,USD,7150.51
TRX-000688,2026-06-14,74369012813,Cartão Pré-pago,EUR,2610.08
TRX-000689,2026-06-11,428.357.196-28,Papel Moeda,EUR,3503.02
TRX-000690,2026-06-02,79532648119,Remessa Internacional,USD,12725.8
TRX-000691,2026-05-21,43879260583,Cartão Pré-pago,USD,10921.18
